TIPO;COD_SAP_MATERIAL;MATERIAL;NOME_COMERCIAL;SALDO;FABRICANTE;STATUS_PORTFOLIO;CHIP_COMPATIVEL;TECNOLOGIA;CD;PREVISAO_W1;PREVISAO_W2;PREVISAO_W3;PREVISAO_W4;PREVISAO_W5;VALORATE10X;VALORATE24X;SEGMENTO;TIPO_MATERIAL
;YGSC246U4000;SIM CARD 4G PN71 HRS 2/3/4FF;;66667;;;;;SPW1;;;;;;;;;
;YGSC246U4000;SIM CARD 4G PN71 HRS 2/3/4FF;;66667;;;;;SPW1;;;;;;;;;
;YGSC246U4000;SIM CARD 4G PN71 HRS 2/3/4FF;;66667;;;;;SPW1;;;;;;;;;
;YGSC246U4000;SIM CARD 4G PN71 HRS 2/3/4FF;;66667;;;;;SPW1;;;;;;;;;
;YGSC246U4000;SIM CARD 4G PN71 HRS 2/3/4FF;;66667;;;;;SPW1;;;;;;;;;
;YGSC246U4000;SIM CARD 4G PN71 HRS 2/3/4FF;;66667;;;;;SPW1;;;;;;;;;
;YGSC246U4000;SIM CARD 4G PN71 HRS 2/3/4FF;;66667;;;;;SPW1;;;;;;;;;
;YGSC246U4000;SIM CARD 4G PN71 HRS 2/3/4FF;;66667;;;;;SPW1;;;;;;;;;
;YGSC246U4000;SIM CARD 4G PN71 HRS 2/3/4FF;;66667;;;;;SPW1;;;;;;;;;
;YGSC246U4000;SIM CARD 4G PN71 HRS 2/3/4FF;;66667;;;;;SPW1;;;;;;;;;
;YGSC246U4000;SIM CARD 4G PN71 HRS 2/3/4FF;;66667;;;;;SPW1;;;;;;;;;
;YGSC246U4000;SIM CARD 4G PN71 HRS 2/3/4FF;;66667;;;;;SPW1;;;;;;;;;
;YGSC246U4000;SIM CARD 4G PN71 HRS 2/3/4FF;;66667;;;;;SPW1;;;;;;;;;
;YGSC246U4000;SIM CARD 4G PN71 HRS 2/3/4FF;;66667;;;;;SPW1;;;;;;;;;
;YGSC246U4000;SIM CARD 4G PN71 HRS 2/3/4FF;;66667;;;;;SPW1;;;;;;;;;
;YGSC246U4000;SIM CARD 4G PN71 HRS 2/3/4FF;;66667;;;;;SPW1;;;;;;;;;
;YGSC246U4000;SIM CARD 4G PN71 HRS 2/3/4FF;;66667;;;;;SPW1;;;;;;;;;
;YGSC246U4000;SIM CARD 4G PN71 HRS 2/3/4FF;;66667;;;;;SPW1;;;;;;;;;
;YGSC246U4000;SIM CARD 4G PN71 HRS 2/3/4FF;;66667;;;;;SPW1;;;;;;;;;
;YGSC246U4000;SIM CARD 4G PN71 HRS 2/3/4FF;;66667;;;;;SPW1;;;;;;;;;
;YGSC246U4000;SIM CARD 4G PN71 HRS 2/3/4FF;;66667;;;;;SPW1;;;;;;;;;
;YGSC246U4000;SIM CARD 4G PN71 HRS 2/3/4FF;;66667;;;;;SPW1;;;;;;;;;
;YGSC246U4000;SIM CARD 4G PN71 HRS 2/3/4FF;;66667;;;;;SPW1;;;;;;;;;
;YGSC246U4000;SIM CARD 4G PN71 HRS 2/3/4FF;;66667;;;;;SPW1;;;;;;;;;
;YGSC246U4000;SIM CARD 4G PN71 HRS 2/3/4FF;;66667;;;;;SPW1;;;;;;;;;
;YGSC246U4000;SIM CARD 4G PN71 HRS 2/3/4FF;;66667;;;;;SPW1;;;;;;;;;
;YGSC246U4000;SIM CARD 4G PN71 HRS 2/3/4FF;;66667;;;;;SPW1;;;;;;;;;
;YGSC246U4000;SIM CARD 4G PN71 HRS 2/3/4FF;;66667;;;;;SPW1;;;;;;;;;
;YGSC246U4000;SIM CARD 4G PN71 HRS 2/3/4FF;;66667;;;;;SPW1;;;;;;;;;
;YGSC246U4000;SIM CARD 4G PN71 HRS 2/3/4FF;;66667;;;;;SPW1;;;;;;;;;
;YGSC246U4000;SIM CARD 4G PN71 HRS 2/3/4FF;;66667;;;;;SPW1;;;;;;;;;
;YGSC246U4000;SIM CARD 4G PN71 HRS 2/3/4FF;;66667;;;;;SPW1;;;;;;;;;
;YGSC246U4000;SIM CARD 4G PN71 HRS 2/3/4FF;;66667;;;;;SPW1;;;;;;;;;
;YGSC246U4000;SIM CARD 4G PN71 HRS 2/3/4FF;;66667;;;;;SPW1;;;;;;;;;
;YGSC246U4000;SIM CARD 4G PN71 HRS 2/3/4FF;;66667;;;;;SPW1;;;;;;;;;
;YGSC246U4000;SIM CARD 4G PN71 HRS 2/3/4FF;;66667;;;;;SPW1;;;;;;;;;
;YBSC001S5000;SIM CARD 5G 2/3/4FF AVULSO P61 BOX SP;;51;;;;;SPW1;;;;;;;;;
;YBSC001H1000;SIM CARD 5G 2/3/4FF AVULSO P61 OLHAL  BA;;7008;;;;;DFW1;;;;;;;;;
;YBSC001O1000;SIM CARD 5G 2/3/4FF AVULSO P61 OLHAL  CO;;93;;;;;DFW1;;;;;;;;;
;YBSC001A1000;SIM CARD 5G 2/3/4FF  AVULSO P61 OLHAL MG;;0;;;;;DFW1;;;;;;;;;
;YBSC001B1000;SIM CARD 5G 2/3/4FF AVULSO P61 OLHAL  NE;;0;;;;;DFW1;;;;;;;;;
;YBSC001W1000;SIM CARD 5G 2/3/4FF AVULSO P61 OLHAL  PA;;12;;;;;SPW1;;;;;;;;;
;YBSC001F1000;SIM CARD 5G 2/3/4FF AVULSO P61 OLHAL  PR;;113;;;;;DFW1;;;;;;;;;
;YBSC001F1000;SIM CARD 5G 2/3/4FF AVULSO P61 OLHAL  PR;;25;;;;;SPW1;;;;;;;;;
;YBSC001D1000;SIM CARD 5G 2/3/4FF AVULSO P61 OLHAL  RS;;826;;;;;DFW1;;;;;;;;;
;YBSC001D1000;SIM CARD 5G 2/3/4FF AVULSO P61 OLHAL  RS;;7181;;;;;SPW1;;;;;;;;;
;YBSC001G1000;SIM CARD 5G 2/3/4FF AVULSO P61 OLHAL  SC;;35;;;;;DFW1;;;;;;;;;
;YBSC001G1000;SIM CARD 5G 2/3/4FF AVULSO P61 OLHAL  SC;;2641;;;;;SPW1;;;;;;;;;
;YBSC001S1000;SIM CARD 5G 2/3/4FF AVULSO P61 OLHAL  SP;;3730;;;;;DFW1;;;;;;;;;
;YBSC001H2000;SIM CARD 5G 2/3/4FF AVULSO P69 OLHAL BA;;4012;;;;;DFW1;;;;;;;;;
;YBSC001H2000;SIM CARD 5G 2/3/4FF AVULSO P69 OLHAL BA;;5702;;;;;SPW1;;;;;;;;;
;YBSC001O2000;SIM CARD 5G 2/3/4FF AVULSO P69 OLHAL CO;;0;;;;;DFW1;;;5000;;;;;;
;YBSC001O2000;SIM CARD 5G 2/3/4FF AVULSO P69 OLHAL CO;;0;;;;;DFW1;;;5000;;;;;;
;YBSC001O2000;SIM CARD 5G 2/3/4FF AVULSO P69 OLHAL CO;;0;;;;;DFW1;;;5000;;;;;;
;YBSC001O2000;SIM CARD 5G 2/3/4FF AVULSO P69 OLHAL CO;;0;;;;;DFW1;;;5000;;;;;;
;YBSC001O2000;SIM CARD 5G 2/3/4FF AVULSO P69 OLHAL CO;;0;;;;;DFW1;;;5000;;;;;;
;YBSC001O2000;SIM CARD 5G 2/3/4FF AVULSO P69 OLHAL CO;;0;;;;;DFW1;;;5000;;;;;;
;YBSC001O2000;SIM CARD 5G 2/3/4FF AVULSO P69 OLHAL CO;;0;;;;;DFW1;;;5000;;;;;;
;YBSC001O2000;SIM CARD 5G 2/3/4FF AVULSO P69 OLHAL CO;;0;;;;;DFW1;;;5000;;;;;;
;YBSC001O2000;SIM CARD 5G 2/3/4FF AVULSO P69 OLHAL CO;;0;;;;;DFW1;;;5000;;;;;;
;YBSC001O2000;SIM CARD 5G 2/3/4FF AVULSO P69 OLHAL CO;;738;;;;;SPW1;;;;;;;;;
;YBSC001A2000;SIM CARD 5G 2/3/4FF AVULSO P69 OLHAL MG;;37309;;;;;DFW1;;;;;;;;;
;YBSC001A2000;SIM CARD 5G 2/3/4FF AVULSO P69 OLHAL MG;;4777;;;;;SPW1;;;;;;;;;
;YBSC001B2000;SIM CARD 5G 2/3/4FF AVULSO P69 OLHAL NE;;22417;;;;;DFW1;;;5000;;;;;;
;YBSC001B2000;SIM CARD 5G 2/3/4FF AVULSO P69 OLHAL NE;;22417;;;;;DFW1;;;5000;;;;;;
;YBSC001B2000;SIM CARD 5G 2/3/4FF AVULSO P69 OLHAL NE;;8828;;;;;SPW1;;;;;;;;;
;YBSC001W2000;SIM CARD 5G 2/3/4FF AVULSO P69 OLHAL PA;;103418;;;;;DFW1;;;;;;;;;
;YBSC001W2000;SIM CARD 5G 2/3/4FF AVULSO P69 OLHAL PA;;103418;;;;;DFW1;;;;;;;;;
;YBSC001W2000;SIM CARD 5G 2/3/4FF AVULSO P69 OLHAL PA;;103418;;;;;DFW1;;;;;;;;;
;YBSC001W2000;SIM CARD 5G 2/3/4FF AVULSO P69 OLHAL PA;;103418;;;;;DFW1;;;;;;;;;
;YBSC001W2000;SIM CARD 5G 2/3/4FF AVULSO P69 OLHAL PA;;2915;;;;;SPW1;;;;;;;;;
;YBSC001F2000;SIM CARD 5G 2/3/4FF AVULSO P69 OLHAL PR;;4526;;;;;DFW1;;;;;;;;;
;YBSC001F2000;SIM CARD 5G 2/3/4FF AVULSO P69 OLHAL PR;;330;;;;;SPW1;;;;;;;;;
;YBSC001J2000;SIM CARD 5G 2/3/4FF AVULSO P69 OLHAL RJ;;31645;;;;;DFW1;;;5000;;;;;;
;YBSC001J2000;SIM CARD 5G 2/3/4FF AVULSO P69 OLHAL RJ;;31645;;;;;DFW1;;;5000;;;;;;
;YBSC001J2000;SIM CARD 5G 2/3/4FF AVULSO P69 OLHAL RJ;;31645;;;;;DFW1;;;5000;;;;;;
;YBSC001J2000;SIM CARD 5G 2/3/4FF AVULSO P69 OLHAL RJ;;31645;;;;;DFW1;;;5000;;;;;;
;YBSC001J2000;SIM CARD 5G 2/3/4FF AVULSO P69 OLHAL RJ;;31645;;;;;DFW1;;;5000;;;;;;
;YBSC001J2000;SIM CARD 5G 2/3/4FF AVULSO P69 OLHAL RJ;;31645;;;;;DFW1;;;5000;;;;;;
;YBSC001J2000;SIM CARD 5G 2/3/4FF AVULSO P69 OLHAL RJ;;31645;;;;;DFW1;;;5000;;;;;;
;YBSC001J2000;SIM CARD 5G 2/3/4FF AVULSO P69 OLHAL RJ;;31645;;;;;DFW1;;;5000;;;;;;
;YBSC001J2000;SIM CARD 5G 2/3/4FF AVULSO P69 OLHAL RJ;;31645;;;;;DFW1;;;5000;;;;;;
;YBSC001J2000;SIM CARD 5G 2/3/4FF AVULSO P69 OLHAL RJ;;31645;;;;;DFW1;;;5000;;;;;;
;YBSC001J2000;SIM CARD 5G 2/3/4FF AVULSO P69 OLHAL RJ;;3986;;;;;SPW1;;;;;;;;;
;YBSC001D2000;SIM CARD 5G 2/3/4FF AVULSO P69 OLHAL RS;;11834;;;;;DFW1;;;;;;;;;
;YBSC001D2000;SIM CARD 5G 2/3/4FF AVULSO P69 OLHAL RS;;6448;;;;;SPW1;;;;;;;;;
;YBSC001G2000;SIM CARD 5G 2/3/4FF AVULSO P69 OLHAL SC;;2629;;;;;DFW1;;;;;;;;;
;YBSC001G2000;SIM CARD 5G 2/3/4FF AVULSO P69 OLHAL SC;;2808;;;;;SPW1;;;;;;;;;
;YBSC001S2000;SIM CARD 5G 2/3/4FF AVULSO P69 OLHAL SP;;-4;;;;;SPW1;;;5000;;;;;;
;YBSC001S2000;SIM CARD 5G 2/3/4FF AVULSO P69 OLHAL SP;;-4;;;;;SPW1;;;5000;;;;;;
;YBSC001S2000;SIM CARD 5G 2/3/4FF AVULSO P69 OLHAL SP;;-4;;;;;SPW1;;;5000;;;;;;
;YBSC001S2000;SIM CARD 5G 2/3/4FF AVULSO P69 OLHAL SP;;-4;;;;;SPW1;;;5000;;;;;;
;YBSC001S2000;SIM CARD 5G 2/3/4FF AVULSO P69 OLHAL SP;;-4;;;;;SPW1;;;5000;;;;;;
;YBSC001S2000;SIM CARD 5G 2/3/4FF AVULSO P69 OLHAL SP;;-4;;;;;SPW1;;;5000;;;;;;
;YBSC001S2000;SIM CARD 5G 2/3/4FF AVULSO P69 OLHAL SP;;-4;;;;;SPW1;;;5000;;;;;;
;YBSC001S2000;SIM CARD 5G 2/3/4FF AVULSO P69 OLHAL SP;;-4;;;;;SPW1;;;5000;;;;;;
;YBSC001S2000;SIM CARD 5G 2/3/4FF AVULSO P69 OLHAL SP;;-4;;;;;SPW1;;;5000;;;;;;
;YBSC001S2000;SIM CARD 5G 2/3/4FF AVULSO P69 OLHAL SP;;-4;;;;;SPW1;;;;5000;;;;;
;YBSC001S2000;SIM CARD 5G 2/3/4FF AVULSO P69 OLHAL SP;;-4;;;;;SPW1;;;;5000;;;;;
;YBSC001S2000;SIM CARD 5G 2/3/4FF AVULSO P69 OLHAL SP;;-4;;;;;SPW1;;;;5000;;;;;
;YBSC001S2000;SIM CARD 5G 2/3/4FF AVULSO P69 OLHAL SP;;-4;;;;;SPW1;;;;5000;;;;;
;YBSC001S2000;SIM CARD 5G 2/3/4FF AVULSO P69 OLHAL SP;;-4;;;;;SPW1;;;;5000;;;;;
;YBSC001S2000;SIM CARD 5G 2/3/4FF AVULSO P69 OLHAL SP;;-4;;;;;SPW1;;;5000;;;;;;
;YBSC001S2000;SIM CARD 5G 2/3/4FF AVULSO P69 OLHAL SP;;-4;;;;;SPW1;;;5000;;;;;;
;YBSC001S2000;SIM CARD 5G 2/3/4FF AVULSO P69 OLHAL SP;;-4;;;;;SPW1;;;5000;;;;;;
;YBSC001S2000;SIM CARD 5G 2/3/4FF AVULSO P69 OLHAL SP;;-4;;;;;SPW1;;;5000;;;;;;
;YBSC001S2000;SIM CARD 5G 2/3/4FF AVULSO P69 OLHAL SP;;-4;;;;;SPW1;;;5000;;;;;;
;YBSC001S2000;SIM CARD 5G 2/3/4FF AVULSO P69 OLHAL SP;;-4;;;;;SPW1;;;5000;;;;;;
;YBSC001S2000;SIM CARD 5G 2/3/4FF AVULSO P69 OLHAL SP;;-4;;;;;SPW1;;;5000;;;;;;
;YBSC001S2000;SIM CARD 5G 2/3/4FF AVULSO P69 OLHAL SP;;-4;;;;;SPW1;;;5000;;;;;;
;YBSC001S2000;SIM CARD 5G 2/3/4FF AVULSO P69 OLHAL SP;;-4;;;;;SPW1;;;;5000;;;;;
;YBSC001S2000;SIM CARD 5G 2/3/4FF AVULSO P69 OLHAL SP;;-4;;;;;SPW1;;;5000;;;;;;
;YBSC001S2000;SIM CARD 5G 2/3/4FF AVULSO P69 OLHAL SP;;-4;;;;;SPW1;;;5000;;;;;;
;YBSC001S2000;SIM CARD 5G 2/3/4FF AVULSO P69 OLHAL SP;;-4;;;;;SPW1;;;5000;;;;;;
;YBSC001S2000;SIM CARD 5G 2/3/4FF AVULSO P69 OLHAL SP;;-4;;;;;SPW1;;;5000;;;;;;
;YBSC001S2000;SIM CARD 5G 2/3/4FF AVULSO P69 OLHAL SP;;-4;;;;;SPW1;;;5000;;;;;;
;YBSC001S2000;SIM CARD 5G 2/3/4FF AVULSO P69 OLHAL SP;;-4;;;;;SPW1;;;5000;;;;;;
;YBSC001S2000;SIM CARD 5G 2/3/4FF AVULSO P69 OLHAL SP;;-4;;;;;SPW1;;;5000;;;;;;
;YBSC001O4000;SIM CARD 5G 2/3/4FF AVULSO P69S CO;;42050;;;;;DFW1;;;;;;;;;
;YBSC001W4000;SIM CARD 5G 2/3/4FF AVULSO P69S PA;;59927;;;;;DFW1;;;;;;;;;
;YBSC001B4000;SIM CARD 5G 2/3/4FF AVULSO P69S PE;;3587;;;;;DFW1;;;;;;;;;
;YBSC001S4000;SIM CARD 5G 2/3/4FF AVULSO P69S SP;;211065;;;;;SPW1;;;;;;;;;
;YBSC001S4000;SIM CARD 5G 2/3/4FF AVULSO P69S SP;;211065;;;;;SPW1;;;;;;;;;
;YBSC001S4000;SIM CARD 5G 2/3/4FF AVULSO P69S SP;;211065;;;;;SPW1;;;;;;;;;
;YBSC001S4000;SIM CARD 5G 2/3/4FF AVULSO P69S SP;;211065;;;;;SPW1;;;;;;;;;
;YBSC001S4000;SIM CARD 5G 2/3/4FF AVULSO P69S SP;;211065;;;;;SPW1;;;;;;;;;
;YBSC001S4000;SIM CARD 5G 2/3/4FF AVULSO P69S SP;;211065;;;;;SPW1;;;;;;;;;
;YBSC001S4000;SIM CARD 5G 2/3/4FF AVULSO P69S SP;;211065;;;;;SPW1;;;;;;;;;
;YBSC001S4000;SIM CARD 5G 2/3/4FF AVULSO P69S SP;;211065;;;;;SPW1;;;;;;;;;
;YBSC001S4000;SIM CARD 5G 2/3/4FF AVULSO P69S SP;;211065;;;;;SPW1;;;;;;;;;
;YBSC001S4000;SIM CARD 5G 2/3/4FF AVULSO P69S SP;;211065;;;;;SPW1;;;;;;;;;
;YBSC001S4000;SIM CARD 5G 2/3/4FF AVULSO P69S SP;;211065;;;;;SPW1;;;;;;;;;
;YBSC001S4000;SIM CARD 5G 2/3/4FF AVULSO P69S SP;;211065;;;;;SPW1;;;;;;;;;
;YBSC001S4000;SIM CARD 5G 2/3/4FF AVULSO P69S SP;;211065;;;;;SPW1;;;;;;;;;
;YBSC001S4000;SIM CARD 5G 2/3/4FF AVULSO P69S SP;;211065;;;;;SPW1;;;;;;;;;
;YBSC001S4000;SIM CARD 5G 2/3/4FF AVULSO P69S SP;;211065;;;;;SPW1;;;;;;;;;
;YBSC001S4000;SIM CARD 5G 2/3/4FF AVULSO P69S SP;;211065;;;;;SPW1;;;;;;;;;
;YBSC001S4000;SIM CARD 5G 2/3/4FF AVULSO P69S SP;;211065;;;;;SPW1;;;;;;;;;
;YBSC001S4000;SIM CARD 5G 2/3/4FF AVULSO P69S SP;;211065;;;;;SPW1;;;;;;;;;
;YBSC001S4000;SIM CARD 5G 2/3/4FF AVULSO P69S SP;;211065;;;;;SPW1;;;;;;;;;
;YBSC001S4000;SIM CARD 5G 2/3/4FF AVULSO P69S SP;;211065;;;;;SPW1;;;;;;;;;
;YBSC001S4000;SIM CARD 5G 2/3/4FF AVULSO P69S SP;;211065;;;;;SPW1;;;;;;;;;
;YBSC001S4000;SIM CARD 5G 2/3/4FF AVULSO P69S SP;;211065;;;;;SPW1;;;;;;;;;
;YBSC001S4000;SIM CARD 5G 2/3/4FF AVULSO P69S SP;;211065;;;;;SPW1;;;;;;;;;
;YBSC001S4000;SIM CARD 5G 2/3/4FF AVULSO P69S SP;;211065;;;;;SPW1;;;;;;;;;
;YBSC001S4000;SIM CARD 5G 2/3/4FF AVULSO P69S SP;;211065;;;;;SPW1;;;;;;;;;
;YBSC001S4000;SIM CARD 5G 2/3/4FF AVULSO P69S SP;;211065;;;;;SPW1;;;;;;;;;
;YBSC001S4000;SIM CARD 5G 2/3/4FF AVULSO P69S SP;;211065;;;;;SPW1;;;;;;;;;
;YGSC560O7000;SIM CARD M2M 2FF ROBUSTO NB SC P57 CO;;430;;;;;DFW1;;;;;;;;;
;YGSC560O7000;SIM CARD M2M 2FF ROBUSTO NB SC P57 CO;;319;;;;;SPW1;;;;;;;;;
;YGSC560A7000;SIM CARD M2M 2FF ROBUSTO NB SC P57 MG;;297;;;;;DFW1;;;;;;;;;
;YGSC508O7000;SIM CARD M2M 2FF SIMPL NB SC P57 CO;;9;;;;;SPW1;;;;;;;;;
;YGSC503S3000;SIM CARD M2M 3FF SIMPLIF VIVO P26 SP;;197;;;;;SPW1;;;;;;;;;
;YGSC507O7000;SIM CARD M2M 3FF SIMPL NB SC P57 CO;;269;;;;;SPW1;;;;;;;;;
;YGSC507S7000;SIM CARD M2M 3FF SIMPL NB SC P57 SP;;91;;;;;SPW1;;;;;;;;;
;YGSC506O7000;SIM CARD M2M 4FF SIMPL NB-IOT2 P57 CO;;1821;;;;;DFW1;;;;;;;;;
;YGSC506O7000;SIM CARD M2M 4FF SIMPL NB-IOT2 P57 CO;;653;;;;;SPW1;;;;;;;;;
;YGSC506A7000;SIM CARD M2M 4FF SIMPL NB-IOT2 P57 MG;;4;;;;;DFW1;;;;;;;;;
;YGSC506J7000;SIM CARD M2M 4FF SIMPL NB-IOT2 P57 RJ;;184;;;;;DFW1;;;;;;;;;
;YGSC559T6000;SIM CARD M2M ROB SMART CENTER2 P37 AM;;108;;;;;DFW1;;;;;;;;;
;YGSC559O6000;SIM CARD M2M ROB SMART CENTER2 P37 CO;;6163;;;;;DFW1;;;;;;;;;
;YGSC559A6000;SIM CARD M2M ROB SMART CENTER2 P37 MG;;6095;;;;;DFW1;;;;;;;;;
;YGSC559W6000;SIM CARD M2M ROB SMART CENTER2 P37 PA;;1;;;;;DFW1;;;;;;;;;
;YGSC559X6000;SIM CARD M2M ROB SMART CENTER2 P37 PA93;;852;;;;;DFW1;;;;;;;;;
;YGSC559F6000;SIM CARD M2M ROB SMART CENTER2 P37 PR;;529;;;;;DFW1;;;;;;;;;
;YGSC559J6000;SIM CARD M2M ROB SMART CENTER2 P37 RJ;;6013;;;;;DFW1;;;;;;;;;
;YGSC559D6000;SIM CARD M2M ROB SMART CENTER2 P37 RS;;7734;;;;;DFW1;;;;;;;;;
;YGSC557F6000;SIM CARD M2M ROB SMART CENTER2 P47  PR;;1835;;;;;DFW1;;;;;;;;;
;YGSC557S6000;SIM CARD M2M ROB SMART CENTER2 P47  SP;;146;;;;;SPW1;;;;;;;;;
;YGSC551O6000;SIM CARD M2M ROB SMART CENTER2 P57  CO;;48248;;;;;DFW1;;;;;;;;;
;YGSC551A6000;SIM CARD M2M ROB SMART CENTER2 P57  MG;;10214;;;;;DFW1;;;;;;;;;
;YGSC551J6000;SIM CARD M2M ROB SMART CENTER2 P57  RJ;;85924;;;;;DFW1;;;5000;;;;;;
;YGSC551J6000;SIM CARD M2M ROB SMART CENTER2 P57  RJ;;85924;;;;;DFW1;;;5000;;;;;;
;YGSC551J6000;SIM CARD M2M ROB SMART CENTER2 P57  RJ;;85924;;;;;DFW1;;;5000;;;;;;
;YGSC551J6000;SIM CARD M2M ROB SMART CENTER2 P57  RJ;;85924;;;;;DFW1;;;5000;;;;;;
;YGSC551J6000;SIM CARD M2M ROB SMART CENTER2 P57  RJ;;85924;;;;;DFW1;;;5000;;;;;;
;YGSC551J6000;SIM CARD M2M ROB SMART CENTER2 P57  RJ;;85924;;;;;DFW1;;;5000;;;;;;
;YGSC551S6000;SIM CARD M2M ROB SMART CENTER2 P57  SP;;19938;;;;;DFW1;;;;;;;;;
;YGSC551S6000;SIM CARD M2M ROB SMART CENTER2 P57  SP;;78624;;;;;SPW1;;;;;;;;;
;YGSC509A6000;SIM CARD M2M SIMPLIF SMARTCENTER2 P37 MG;;23066;;;;;DFW1;;;;;;;;;
;YGSC509W6000;SIM CARD M2M SIMPLIF SMARTCENTER2 P37 PA;;1053;;;;;DFW1;;;;;;;;;
;YGSC509F6000;SIM CARD M2M SIMPLIF SMARTCENTER2 P37 PR;;1070;;;;;DFW1;;;;;;;;;
;YGSC509J6000;SIM CARD M2M SIMPLIF SMARTCENTER2 P37 RJ;;3467;;;;;DFW1;;;;;;;;;
;YGSC509D6000;SIM CARD M2M SIMPLIF SMARTCENTER2 P37 RS;;297;;;;;DFW1;;;;;;;;;
;YGSC507O6000;SIM CARD M2M SIMPLI SMARTCENTER2 P47 CO;;163;;;;;DFW1;;;;;;;;;
;YGSC507B6000;SIM CARD M2M SIMPLI SMARTCENTER2 P47 PE;;1844;;;;;DFW1;;;;;;;;;
;YGSC505U8000;SIM CARD M2M TRIPLO SIMPL. PLTE;;200;;;;;SPW1;;;;;;;;;
;YGSC505U1000;SIM CARD M2M TRIPLO SIMPL PLTE_PETROBRAS;;150;;;;;SPW1;;;;;;;;;
;YGSC506O6000;SIM CARD M2M Triplo-SmartCenter2 CO  P47;;306;;;;;DFW1;;;;;;;;;
;YGSC505F6000;SIM CARD M2M Triplo-SmartCenter2 PR P37;;12;;;;;DFW1;;;;;;;;;
;YGSC506F6000;SIM CARD M2M Triplo-SmartCenter2 PR  P47;;146;;;;;DFW1;;;;;;;;;
;YGSC506D6000;SIM CARD M2M Triplo-SmartCenter2 RS  P47;;962;;;;;DFW1;;;;;;;;;
;YGSC505O8000;SIM CARD M2M TRIPLO-SMARTCENTER CO  P57;;153983;;;;;DFW1;;;;;;;;;
;YGSC505O8000;SIM CARD M2M TRIPLO-SMARTCENTER CO  P57;;2284;;;;;SPW1;;;;;;;;;
;YGSC505A8000;SIM CARD M2M TRIPLO-SMARTCENTER MG  P57;;95061;;;;;DFW1;;;;;;;;;
;YGSC505J8000;SIM CARD M2M TRIPLO-SMARTCENTER RJ  P57;;64594;;;;;DFW1;;;;;;;;;
;YGSC505J8000;SIM CARD M2M TRIPLO-SMARTCENTER RJ  P57;;68;;;;;SPW1;;;;;;;;;
;YGSC505D8000;SIM CARD M2M TRIPLO-SMARTCENTER RS  P57;;165;;;;;DFW1;;;;;;;;;
;YGSC505S8000;SIM CARD M2M TRIPLO-SMARTCENTER SP  P57;;637936;;;;;SPW1;;;;;;;;;
;YGSC505S8000;SIM CARD M2M TRIPLO-SMARTCENTER SP  P57;;637936;;;;;SPW1;;;;;;;;;
;YGSC505S8000;SIM CARD M2M TRIPLO-SMARTCENTER SP  P57;;637936;;;;;SPW1;;;;;;;;;
;YGSC505S8000;SIM CARD M2M TRIPLO-SMARTCENTER SP  P57;;637936;;;;;SPW1;;;;;;;;;
;YGSC505S8000;SIM CARD M2M TRIPLO-SMARTCENTER SP  P57;;637936;;;;;SPW1;;;;;;;;;
;YGSC505S8000;SIM CARD M2M TRIPLO-SMARTCENTER SP  P57;;637936;;;;;SPW1;;;;;;;;;
;YGSC505S8000;SIM CARD M2M TRIPLO-SMARTCENTER SP  P57;;637936;;;;;SPW1;;;;;;;;;
;YGSC505S8000;SIM CARD M2M TRIPLO-SMARTCENTER SP  P57;;637936;;;;;SPW1;;;;;;;;;
;YGSC505S8000;SIM CARD M2M TRIPLO-SMARTCENTER SP  P57;;637936;;;;;SPW1;;;;;;;;;
;YGSC505S8000;SIM CARD M2M TRIPLO-SMARTCENTER SP  P57;;637936;;;;;SPW1;;;;;;;;;
;YGSC505S8000;SIM CARD M2M TRIPLO-SMARTCENTER SP  P57;;637936;;;;;SPW1;;;;;;;;;
;YGSC505S8000;SIM CARD M2M TRIPLO-SMARTCENTER SP  P57;;637936;;;;;SPW1;;;;;;;;;
;YGSC505S8000;SIM CARD M2M TRIPLO-SMARTCENTER SP  P57;;637936;;;;;SPW1;;;;;;;;;
;YGSC505S8000;SIM CARD M2M TRIPLO-SMARTCENTER SP  P57;;637936;;;;;SPW1;;;;;;;;;
;YGSC505S8000;SIM CARD M2M TRIPLO-SMARTCENTER SP  P57;;637936;;;;;SPW1;;;;;;;;;
;YGSC505S8000;SIM CARD M2M TRIPLO-SMARTCENTER SP  P57;;637936;;;;;SPW1;;;;;;;;;
;YGSC505S8000;SIM CARD M2M TRIPLO-SMARTCENTER SP  P57;;637936;;;;;SPW1;;;;;;;;;
;YGSC505S8000;SIM CARD M2M TRIPLO-SMARTCENTER SP  P57;;637936;;;;;SPW1;;;;;;;;;
;YGSC505S8000;SIM CARD M2M TRIPLO-SMARTCENTER SP  P57;;637936;;;;;SPW1;;;;;;;;;
;YGSC505S8000;SIM CARD M2M TRIPLO-SMARTCENTER SP  P57;;637936;;;;;SPW1;;;;;;;;;
;YGSC505S8000;SIM CARD M2M TRIPLO-SMARTCENTER SP  P57;;637936;;;;;SPW1;;;;;;;;;
;YGSC505S8000;SIM CARD M2M TRIPLO-SMARTCENTER SP  P57;;637936;;;;;SPW1;;;;;;;;;
;YGSC505S8000;SIM CARD M2M TRIPLO-SMARTCENTER SP  P57;;637936;;;;;SPW1;;;;;;;;;
;YGSC505S8000;SIM CARD M2M TRIPLO-SMARTCENTER SP  P57;;637936;;;;;SPW1;;;;;;;;;
