TIPO;COD_SAP_MATERIAL;MATERIAL;NOME_COMERCIAL;SALDO;FABRICANTE;STATUS_PORTFOLIO;CHIP_COMPATIVEL;TECNOLOGIA;CD;PREVISAO_W1;PREVISAO_W2;PREVISAO_W3;PREVISAO_W4;PREVISAO_W5;VALORATE10X;VALORATE24X;SEGMENTO;TIPO_MATERIAL
Relógio;TGSA57744000;SSG WATCH 8 40MM LTE PR PPB/P291/14;Relógio Samsung Watch 8  (Galaxy Watch 8 LTE 40mm) – 4G;1;Samsung;Portfólio Vigente;Esim;4G;DFW1;;;;;;2300;2664;PREÇO UNIFICADO;Aparelho
;TGSA57744000;SSG WATCH 8 40MM LTE PR PPB/P291/14;Relógio Samsung Watch 8  (Galaxy Watch 8 LTE 40mm) – 4G;0;Samsung;Portfólio Vigente;Esim;4G;SPW1;;;;;;2300;2664;PREÇO UNIFICADO;Aparelho
Relógio;TGSA57744000;SSG WATCH 8 40MM LTE PR PPB/P291/14;Relógio Samsung Watch 8  (Galaxy Watch 8 LTE 40mm) – 4G;0;Samsung;Portfólio Vigente;Esim;4G;SPW1;;;;;;2300;2664;PREÇO UNIFICADO;Aparelho
;TGSA57854000;SSG WATCH 8 44MM LTE GF PPB/P291/14;Relógio Samsung Watch 8  (Galaxy Watch 8 LTE 44mm) – 4G;0;Samsung;Portfólio Vigente;Esim;4G;DFW1;;;;;;2440;2832;PREÇO UNIFICADO;Aparelho
Relógio;TGSA57854000;SSG WATCH 8 44MM LTE GF PPB/P291/14;Relógio Samsung Watch 8  (Galaxy Watch 8 LTE 44mm) – 4G;0;Samsung;Portfólio Vigente;Esim;4G;DFW1;;;;;;2440;2832;PREÇO UNIFICADO;Aparelho
;TGSA57854000;SSG WATCH 8 44MM LTE GF PPB/P291/14;Relógio Samsung Watch 8  (Galaxy Watch 8 LTE 44mm) – 4G;-4;Samsung;Portfólio Vigente;Esim;4G;SPW1;;;;;;2440;2832;PREÇO UNIFICADO;Aparelho
Relógio;TGSA57854000;SSG WATCH 8 44MM LTE GF PPB/P291/14;Relógio Samsung Watch 8  (Galaxy Watch 8 LTE 44mm) – 4G;-4;Samsung;Portfólio Vigente;Esim;4G;SPW1;;;;;;2440;2832;PREÇO UNIFICADO;Aparelho
;TGSA57844000;SSG WATCH 8 44MM LTE PR PPB/P291/14;Relógio Samsung Watch 8  (Galaxy Watch 8 LTE 44mm) – 4G;1;Samsung;Portfólio Vigente;Esim;4G;DFW1;;;;;;2440;2832;PREÇO UNIFICADO;Aparelho
Relógio;TGSA57844000;SSG WATCH 8 44MM LTE PR PPB/P291/14;Relógio Samsung Watch 8  (Galaxy Watch 8 LTE 44mm) – 4G;1;Samsung;Portfólio Vigente;Esim;4G;DFW1;;;;;;2440;2832;PREÇO UNIFICADO;Aparelho
;TGSA57924000;SSG WATCH 8 46MM LTE BR PPB/P291/14;Relógio Samsung Watch 8 Classic (Galaxy Watch 8 Classic LTE 46mm) – 4G;1;Samsung;Portfólio Vigente;Esim;4G;DFW1;;;;;;3050;3552;PREÇO UNIFICADO;Aparelho
Relógio;TGSA57924000;SSG WATCH 8 46MM LTE BR PPB/P291/14;Relógio Samsung Watch 8 Classic (Galaxy Watch 8 Classic LTE 46mm) – 4G;1;Samsung;Portfólio Vigente;Esim;4G;DFW1;;;;;;3050;3552;PREÇO UNIFICADO;Aparelho
;TGSA57924000;SSG WATCH 8 46MM LTE BR PPB/P291/14;Relógio Samsung Watch 8 Classic (Galaxy Watch 8 Classic LTE 46mm) – 4G;0;Samsung;Portfólio Vigente;Esim;4G;SPW1;;;;;;3050;3552;PREÇO UNIFICADO;Aparelho
Relógio;TGSA57924000;SSG WATCH 8 46MM LTE BR PPB/P291/14;Relógio Samsung Watch 8 Classic (Galaxy Watch 8 Classic LTE 46mm) – 4G;0;Samsung;Portfólio Vigente;Esim;4G;SPW1;;;;;;3050;3552;PREÇO UNIFICADO;Aparelho
;TGSA57964000;SSG WATCH 8 46MM LTE PT PPB/P291/14;Relógio Samsung Watch 8 Classic (Galaxy Watch 8 Classic LTE 46mm) – 4G;86;Samsung;Portfólio Vigente;Esim;4G;DFW1;;;;;;3050;3552;PREÇO UNIFICADO;Aparelho
Relógio;TGSA57964000;SSG WATCH 8 46MM LTE PT PPB/P291/14;Relógio Samsung Watch 8 Classic (Galaxy Watch 8 Classic LTE 46mm) – 4G;86;Samsung;Portfólio Vigente;Esim;4G;DFW1;;;;;;3050;3552;PREÇO UNIFICADO;Aparelho
;TGSA57964000;SSG WATCH 8 46MM LTE PT PPB/P291/14;Relógio Samsung Watch 8 Classic (Galaxy Watch 8 Classic LTE 46mm) – 4G;4;Samsung;Portfólio Vigente;Esim;4G;SPW1;;;;;;3050;3552;PREÇO UNIFICADO;Aparelho
Relógio;TGSA57964000;SSG WATCH 8 46MM LTE PT PPB/P291/14;Relógio Samsung Watch 8 Classic (Galaxy Watch 8 Classic LTE 46mm) – 4G;4;Samsung;Portfólio Vigente;Esim;4G;SPW1;;;;;;3050;3552;PREÇO UNIFICADO;Aparelho
;TGSA54144000;SSG WATCH ULTRA 47MM LTE PR PPB/P291/14;Relógio Samsung Watch Ultra (Galaxy Watch Ultra LTE 47mm) – 4G;24;Samsung;Portfólio Vigente;Esim;4G;SPW1;;;;;;3070;3576;PREÇO UNIFICADO;Aparelho
Relógio;TGSA54144000;SSG WATCH ULTRA 47MM LTE PR PPB/P291/14;Relógio Samsung Watch Ultra (Galaxy Watch Ultra LTE 47mm) – 4G;24;Samsung;Portfólio Vigente;Esim;4G;SPW1;;;;;;3070;3576;PREÇO UNIFICADO;Aparelho
;TGSA54147000;SSG WATCH ULTRA 47MM LTE TPR PPB/P291/14;Relógio Samsung Watch Ultra (Galaxy Watch Ultra LTE 47mm) – 4G;-2;Samsung;Portfólio Vigente;Esim;4G;DFW1;;;;;;3070;3576;PREÇO UNIFICADO;Aparelho
Relógio;TGSA54147000;SSG WATCH ULTRA 47MM LTE TPR PPB/P291/14;Relógio Samsung Watch Ultra (Galaxy Watch Ultra LTE 47mm) – 4G;-2;Samsung;Portfólio Vigente;Esim;4G;DFW1;;;;;;3070;3576;PREÇO UNIFICADO;Aparelho
;MGZT05723000;ZTE MF79N MODEM 4G COM WI-FI BR;PEN Modem ZTE MF79N (LTE Wifi) - 4G;909;ZTE;Fora de Portfólio;Sim Card;4G;DFW1;;;;;;250;288;PREÇO UNIFICADO;Aparelho
Modem;MGZT05723000;ZTE MF79N MODEM 4G COM WI-FI BR;PEN Modem ZTE MF79N (LTE Wifi) - 4G;909;ZTE;Fora de Portfólio;Sim Card;4G;DFW1;;;;;;250;288;PREÇO UNIFICADO;Aparelho
;MGZT05723000;ZTE MF79N MODEM 4G COM WI-FI BR;PEN Modem ZTE MF79N (LTE Wifi) - 4G;328;ZTE;Fora de Portfólio;Sim Card;4G;SPW1;;;;;;250;288;PREÇO UNIFICADO;Aparelho
Modem;MGZT05723000;ZTE MF79N MODEM 4G COM WI-FI BR;PEN Modem ZTE MF79N (LTE Wifi) - 4G;328;ZTE;Fora de Portfólio;Sim Card;4G;SPW1;;;;;;250;288;PREÇO UNIFICADO;Aparelho
;22023777;AAR KIT FIBRA OPTICA 60M FTTR;;60;;;;;DFW1;;;;;;;;;
;22023777;AAR KIT FIBRA OPTICA 60M FTTR;;239;;;;;SPW1;;;;;;;;;
;22023598;AAR NOBREAK BATERIA MINI UPS 15600MAH PT;;138;;;;;DFW1;;;;;;;;;
;22023598;AAR NOBREAK BATERIA MINI UPS 15600MAH PT;;247;;;;;SPW1;;;;;;;;;
;22024322;"ACER MONITOR PORTATIL 15.6"" PM161Q PT";;448;;;;;DFW1;;;;;;;;;
;22024322;"ACER MONITOR PORTATIL 15.6"" PM161Q PT";;58;;;;;SPW1;;;;;;;;;
;22024075;ACER NOTEBOOK ASPIRE 39MU Ci3 8GB 256 CZ;;50;;;;;DFW1;;;;;;;;;
;22024075;ACER NOTEBOOK ASPIRE 39MU Ci3 8GB 256 CZ;;21;;;;;SPW1;;;;;;;;;
;22024085;ACER NOTEBOOK ASPIRE 5939 Ci5 8GB 256 CZ;;-1;;;;;DFW1;;;;;;;;;
;22024085;ACER NOTEBOOK ASPIRE 5939 Ci5 8GB 256 CZ;;0;;;;;SPW1;;;;;;;;;
;22018331;ADAPTADOR LIGTHNING APPLE 3,5MM BRANCO;;1;;;;;DFW1;;;;;;;;;
;22018331;ADAPTADOR LIGTHNING APPLE 3,5MM BRANCO;;1;;;;;SPW1;;;;;;;;;
;22020714;AD CAMERA WI-FI FHD TP-LINK TAPO C100 BR;;1;;;;;DFW1;;;;;;;;;
;TGAL02663000;ALCATEL 4017F SMARTPHONE PRTO DUAL;;0;;;;;SPW1;;;;;;;;;
;TGAL03262000;ALCATEL 4034E SMARTPHONE PIXI4-4 PRETO;;0;;;;;DFW1;;;;;;;;;
;FFAL01763000;ALCATEL FWT F103A (FIXO) PRETO BSCO;;0;;;;;DFW1;;;;;;;;;
;FFAL01763000;ALCATEL FWT F103A (FIXO) PRETO BSCO;;0;;;;;SPW1;;;;;;;;;
;FFAL01163000;ALCATEL FWT MF100W (FIXO) PRETO BSCO;;0;;;;;DFW1;;;;;;;;;
;FFAL01163000;ALCATEL FWT MF100W (FIXO) PRETO BSCO;;0;;;;;SPW1;;;;;;;;;
;22019185;ALFACOMEX CARREGADOR PORTATIL 6000mah AZ;;0;;;;;DFW1;;;;;;;;;
;22019185;ALFACOMEX CARREGADOR PORTATIL 6000mah AZ;;51;;;;;SPW1;;;;;;;;;
;22022275;ALLIED CAMERA WIFI PANORAMICA C200 BR;;1;;;;;SPW1;;;;;;;;;
;22020735;ALLIED DECO X20 2-PACK BR;;14;;;;;DFW1;;;;;;;;;
;22020735;ALLIED DECO X20 2-PACK BR;;39;;;;;SPW1;;;;;;;;;
;22020697;ALLIED HEADSET GAMER LOGITECH G335 PT;;1;;;;;SPW1;;;;;;;;;
;22020713;ALLIED REPETIDOR WIFI EAP225 AC1350 BR;;7;;;;;DFW1;;;;;;;;;
;22020713;ALLIED REPETIDOR WIFI EAP225 AC1350 BR;;1;;;;;SPW1;;;;;;;;;
;22022265;ALLIED REPETIDOR WIFI EAP225 OUTDOOR BR;;1;;;;;DFW1;;;;;;;;;
;22022265;ALLIED REPETIDOR WIFI EAP225 OUTDOOR BR;;54;;;;;SPW1;;;;;;;;;
;22020736;ALLIED ROTEADOR AP WIFI AC1200 HC220 BR;;-1;;;;;DFW1;;;;;;;;;
;22020736;ALLIED ROTEADOR AP WIFI AC1200 HC220 BR;;3;;;;;SPW1;;;;;;;;;
;22020307;ALLIED ROTEADOR MESH TP LINK M4 BR;;-1;;;;;DFW1;;;;;;;;;
;22020308;ALLIED ROTEADOR MESH TP LINK M5 BR;;3;;;;;DFW1;;;;;;;;;
;22020707;ALLIED ROTEADOR VPN MULTI-WAN ER605 CZ;;5;;;;;SPW1;;;;;;;;;
;22020712;ALLIED SMART SWITCH TLSG2210MP CZ;;23;;;;;DFW1;;;;;;;;;
;22020712;ALLIED SMART SWITCH TLSG2210MP CZ;;110;;;;;SPW1;;;;;;;;;
;22021133;ALLIED SWITCH EASY SMART GB 5 PORTAS PT;;46;;;;;DFW1;;;;;;;;;
;22021133;ALLIED SWITCH EASY SMART GB 5 PORTAS PT;;17;;;;;SPW1;;;;;;;;;
;22021182;ALLIED SWITCH EASY SMART GB 8 PORTAS CZ;;92;;;;;DFW1;;;;;;;;;
;22021182;ALLIED SWITCH EASY SMART GB 8 PORTAS CZ;;217;;;;;SPW1;;;;;;;;;
;22020710;ALLIED SWITCH SMART SG2210P CZ;;38;;;;;DFW1;;;;;;;;;
;22020710;ALLIED SWITCH SMART SG2210P CZ;;100;;;;;SPW1;;;;;;;;;
;22023181;ALLIED TPLINK ACCESS POINT EAP650 WF BR;;1;;;;;DFW1;;;;;;;;;
;22020706;ALLIED TPLINK CAMERA WIFI EXTERNA C310;;3;;;;;DFW1;;;;;;;;;
;22020706;ALLIED TPLINK CAMERA WIFI EXTERNA C310;;1;;;;;SPW1;;;;;;;;;
;22020737;ALLIED TPLINK CAMERA WIFI PANORAMA C200;;1;;;;;DFW1;;;;;;;;;
;22020737;ALLIED TPLINK CAMERA WIFI PANORAMA C200;;1;;;;;SPW1;;;;;;;;;
;22020708;ALLIED TPLINK CONTROLADOR CLOUD OC200 CZ;;1;;;;;DFW1;;;;;;;;;
;22020708;ALLIED TPLINK CONTROLADOR CLOUD OC200 CZ;;30;;;;;SPW1;;;;;;;;;
;22019906;AMAZON ECHO DOT 4 GERAÇÃO COM ALEXA PT;;2;;;;;DFW1;;;;;;;;;
;22021838;AMAZON ECHO DOT 5ª GER SPEAKER ALEXA AZ;;7;;;;;SPW1;;;;;;;;;
;22021815;AMAZON ECHO DOT 5ª GER SPEAKER ALEXA BR;;0;;;;;DFW1;;;;;;;;;
;22021805;AMAZON ECHO DOT 5ª GER SPEAKER ALEXA PT;;119;;;;;SPW1;;;;;;;;;
;22024414;AMAZON ECHO DOT MAX BR;;79;;;;;DFW1;;;;;;;;;
;22024414;AMAZON ECHO DOT MAX BR;;67;;;;;SPW1;;;;;;;;;
;22024412;AMAZON ECHO DOT MAX GF;;66;;;;;DFW1;;;;;;;;;
;22024412;AMAZON ECHO DOT MAX GF;;100;;;;;SPW1;;;;;;;;;
;22024415;AMAZON ECHO DOT MAX RX;;107;;;;;DFW1;;;;;;;;;
;22024415;AMAZON ECHO DOT MAX RX;;107;;;;;SPW1;;;;;;;;;
;22024517;AMAZON ECHO SHOW 11 BR;;10;;;;;DFW1;;;;;;;;;
;22024517;AMAZON ECHO SHOW 11 BR;;12;;;;;SPW1;;;;;;;;;
;22024852;AMAZON ECHO SHOW 11 GF;;8;;;;;SPW1;;;;;;;;;
;22021979;AMAZON ECHO SHOW 5 3 GERAÇAO PT;;0;;;;;DFW1;;;;;;;;;
;22024520;AMAZON ECHO SHOW 8 4 GERACAO GF;;53;;;;;DFW1;;;;;;;;;
;22024520;AMAZON ECHO SHOW 8 4 GERACAO GF;;56;;;;;SPW1;;;;;;;;;
;22024519;AMAZON ECHO SHOW 8 BR;;1;;;;;SPW1;;;;;;;;;
;22022935;AMAZON ECHO SPOT 2024 ALEXA RELOGIO BR;;0;;;;;DFW1;;;;;;;;;
;22022935;AMAZON ECHO SPOT 2024 ALEXA RELOGIO BR;;40;;;;;SPW1;;;;;;;;;
;22022936;AMAZON ECHO SPOT 2024 ALEXA RELOGIO PT;;18;;;;;SPW1;;;;;;;;;
;22024518;AMAZON ECHO STUDIO 2 GERACAO GF;;12;;;;;SPW1;;;;;;;;;
;22023233;AMAZON KINDLE 11 GER 2024 16GB PT;;-1;;;;;SPW1;;;;;;;;;
;22023234;AMAZON KINDLE PAPERWHITE 12 GER 16GB PT;;0;;;;;DFW1;;;;;;;;;
;22023541;AMVOX CAIXA AMPLIF ACA 150 POP PT;;4;;;;;SPW1;;;;;;;;;
;22023544;AMVOX CAIXA AMPLIF ACA 1601 FESTA II PT;;3;;;;;SPW1;;;;;;;;;
;22023545;AMVOX CAIXA AMPLIF ACA 251 NEW X PT;;1;;;;;SPW1;;;;;;;;;
;22023542;AMVOX CAIXA AMPLIF ACA 410 NEON PT;;3;;;;;DFW1;;;;;;;;;
;22023542;AMVOX CAIXA AMPLIF ACA 410 NEON PT;;3;;;;;SPW1;;;;;;;;;
;22021142;APPLE ADAPTADOR DE USB-C PENCIL BR;;0;;;;;DFW1;;;;;;;;;
;22018726;APPLE AIRPODS 2 CARREGADOR COM FIO;;-1;;;;;DFW1;;;;;;;;;
;22018725;APPLE AIRPODS 2 CARREGADOR WIRELESS;;0;;;;;DFW1;;;;;;;;;
;22023045;APPLE AIRPODS 4 BR;;16;;;;;DFW1;;;;;;;;;
;22023045;APPLE AIRPODS 4 BR;;462;;;;;SPW1;;;;;;;;;
;22023046;APPLE AIRPODS 4 COM CANCEL. DE RUIDO BR;;21;;;;;DFW1;;;;;;;;;
;22023046;APPLE AIRPODS 4 COM CANCEL. DE RUIDO BR;;143;;;;;SPW1;;;;;;;;;
;22022058;APPLE AIRPODS PRO2 C/ESTJ MGSAFE USBC BR;;0;;;;;DFW1;;;;;;;;;
;22024320;APPLE AIRPODS PRO 3 BR;;126;;;;;DFW1;;;;;;;;;
;22024320;APPLE AIRPODS PRO 3 BR;;490;;;;;SPW1;;;;;;;;;
;22019205;APPLE AIRPODS PRO BR;;0;;;;;DFW1;;;;;;;;;
;22020346;APPLE AIRPODS PRO COM MAGSAFE;;0;;;;;DFW1;;;;;;;;;
;22020346;APPLE AIRPODS PRO COM MAGSAFE;;1;;;;;SPW1;;;;;;;;;
;22024895;APPLE AIRTAG 2 PACK 1 BR;;5;;;;;DFW1;;;;;;;;;
;22024895;APPLE AIRTAG 2 PACK 1 BR;;4;;;;;SPW1;;;;;;;;;
;22020007;APPLE CABO PARA USB LIGHTNING BR;;2;;;;;DFW1;;;;;;;;;
;22020007;APPLE CABO PARA USB LIGHTNING BR;;1;;;;;SPW1;;;;;;;;;
;22023525;APPLE CABO RECARGA TRANÇADO USB-C 1M BR;;5;;;;;DFW1;;;;;;;;;
;22023525;APPLE CABO RECARGA TRANÇADO USB-C 1M BR;;2;;;;;SPW1;;;;;;;;;
;22022613;APPLE CABO USB-C PARA LIGHTNING BR;;1;;;;;DFW1;;;;;;;;;
;22022613;APPLE CABO USB-C PARA LIGHTNING BR;;331;;;;;SPW1;;;;;;;;;
;22019822;APPLE CAPA CLEAR IPHONE 12 MINI;;0;;;;;DFW1;;;;;;;;;
;22019822;APPLE CAPA CLEAR IPHONE 12 MINI;;37;;;;;SPW1;;;;;;;;;
;22019823;APPLE CAPA CLEAR IPHONE 12 PRO;;0;;;;;DFW1;;;;;;;;;
;22019824;APPLE CAPA CLEAR IPHONE 12 PRO MAX;;0;;;;;DFW1;;;;;;;;;
;22024336;APPLE CAPA CLEAR MGSAFE IPHONE 17;;5;;;;;DFW1;;;;;;;;;
;22024336;APPLE CAPA CLEAR MGSAFE IPHONE 17;;5;;;;;SPW1;;;;;;;;;
;22024340;APPLE CAPA CLEAR MGSAFE IPHONE 17 PMAX;;1;;;;;DFW1;;;;;;;;;
;22024340;APPLE CAPA CLEAR MGSAFE IPHONE 17 PMAX;;-1;;;;;SPW1;;;;;;;;;
;22024339;APPLE CAPA CLEAR MGSAFE IPHONE 17 PRO;;1;;;;;DFW1;;;;;;;;;
;22024339;APPLE CAPA CLEAR MGSAFE IPHONE 17 PRO;;3;;;;;SPW1;;;;;;;;;
;22019435;APPLE CAPA DE SILICONE IPHONE SE/7/8 PT;;0;;;;;DFW1;;;;;;;;;
;22019435;APPLE CAPA DE SILICONE IPHONE SE/7/8 PT;;1;;;;;SPW1;;;;;;;;;
;22024342;APPLE CAPA MGSAFE IPHONE AIR TPT;;2;;;;;DFW1;;;;;;;;;
;22024342;APPLE CAPA MGSAFE IPHONE AIR TPT;;5;;;;;SPW1;;;;;;;;;
;22024338;APPLE CAPA SILIC MGSAFE IPHONE17 PMAX PT;;4;;;;;DFW1;;;;;;;;;
;22024337;APPLE CAPA SILIC MGSAFE IPHONE 17 PRO PT;;17;;;;;DFW1;;;;;;;;;
;22024337;APPLE CAPA SILIC MGSAFE IPHONE 17 PRO PT;;5;;;;;SPW1;;;;;;;;;
;22024335;APPLE CAPA SILIC MGSAFE IPHONE 17 PT;;5;;;;;DFW1;;;;;;;;;
;22024335;APPLE CAPA SILIC MGSAFE IPHONE 17 PT;;5;;;;;SPW1;;;;;;;;;
;22019816;APPLE CAPA SILICONE IPHONE 12 MINI AM;;0;;;;;DFW1;;;;;;;;;
;22019816;APPLE CAPA SILICONE IPHONE 12 MINI AM;;8;;;;;SPW1;;;;;;;;;
;22019817;APPLE CAPA SILICONE IPHONE 12 MINI PT;;0;;;;;DFW1;;;;;;;;;
;22019817;APPLE CAPA SILICONE IPHONE 12 MINI PT;;41;;;;;SPW1;;;;;;;;;
;22019820;APPLE CAPA SILICONE IPHONE 12 PM AM;;0;;;;;DFW1;;;;;;;;;
;22019820;APPLE CAPA SILICONE IPHONE 12 PM AM;;4;;;;;SPW1;;;;;;;;;
;22019821;APPLE CAPA SILICONE IPHONE 12 PM PT;;0;;;;;DFW1;;;;;;;;;
;22019818;APPLE CAPA SILICONE IPHONE 12 PRO AM;;0;;;;;DFW1;;;;;;;;;
;22019819;APPLE CAPA SILICONE IPHONE 12 PRO PT;;0;;;;;DFW1;;;;;;;;;
;22019819;APPLE CAPA SILICONE IPHONE 12 PRO PT;;6;;;;;SPW1;;;;;;;;;
;22020276;APPLE CAPA SILICONE MAGSAFE IPHONE 13 PT;;0;;;;;DFW1;;;;;;;;;
;22020276;APPLE CAPA SILICONE MAGSAFE IPHONE 13 PT;;3;;;;;SPW1;;;;;;;;;
;22023036;APPLE CARREGADOR MAGNETICO WATCH 1M BR;;25;;;;;DFW1;;;;;;;;;
;22023036;APPLE CARREGADOR MAGNETICO WATCH 1M BR;;20;;;;;SPW1;;;;;;;;;
;22023125;APPLE CARREGADOR MAGSAFE 1M BR;;0;;;;;DFW1;;;;;;;;;
;22023125;APPLE CARREGADOR MAGSAFE 1M BR;;23;;;;;SPW1;;;;;;;;;
;22022526;APPLE CARREGADOR USB-C 20W BR;;6330;;;;;DFW1;;;;;;;;;
;22022526;APPLE CARREGADOR USB-C 20W BR;;2871;;;;;SPW1;;;;;;;;;
;22019841;APPLE CARTEIRA COURO IPHONE MAGSAFE AZ;;1;;;;;DFW1;;;;;;;;;
;22019825;APPLE CARTEIRA COURO IPHONE MAGSAFE PT;;1;;;;;SPW1;;;;;;;;;
;22020938;APPLE CP COURO MAGSAFE IPHONE 14 PRO PT;;1;;;;;SPW1;;;;;;;;;
;22020941;APPLE CP COURO MAGSAFE IPHONE 14 PRO VN;;2;;;;;DFW1;;;;;;;;;
;22020941;APPLE CP COURO MAGSAFE IPHONE 14 PRO VN;;10;;;;;SPW1;;;;;;;;;
;22020942;APPLE CP COURO MSAFE IPHONE 14PROMAX PT;;1;;;;;SPW1;;;;;;;;;
;22022136;APPLE CP IPHONE 15PMAX TECIDO MGSAFE PT;;1;;;;;DFW1;;;;;;;;;
;22022136;APPLE CP IPHONE 15PMAX TECIDO MGSAFE PT;;2;;;;;SPW1;;;;;;;;;
;22022135;APPLE CP IPHONE 15PRO TECIDO MGSAFE PT;;1;;;;;DFW1;;;;;;;;;
;22020275;APPLE CP SILIC MAGSAFE IPHONE 13 MINI PT;;0;;;;;DFW1;;;;;;;;;
;22020275;APPLE CP SILIC MAGSAFE IPHONE 13 MINI PT;;171;;;;;SPW1;;;;;;;;;
;22020277;APPLE CP SILIC MAGSAFE IPHONE 13 PRO PT;;0;;;;;DFW1;;;;;;;;;
;22020277;APPLE CP SILIC MAGSAFE IPHONE 13 PRO PT;;47;;;;;SPW1;;;;;;;;;
;22020278;APPLE CP SL MAGSAFE IPHONE 13 PRO MAX PT;;0;;;;;DFW1;;;;;;;;;
;22020278;APPLE CP SL MAGSAFE IPHONE 13 PRO MAX PT;;1;;;;;SPW1;;;;;;;;;
;22020937;APPLE CP SL MAGSAFE IPHONE 14 PROMAX PT;;2;;;;;DFW1;;;;;;;;;
;22020937;APPLE CP SL MAGSAFE IPHONE 14 PROMAX PT;;1;;;;;SPW1;;;;;;;;;
;22020935;APPLE CP SL MAGSAFE IPHONE 14 PRO PT;;0;;;;;DFW1;;;;;;;;;
;22022809;APPLE EARPODS COM CONECT. LIGHTNING BR;;-2;;;;;SPW1;;;;;;;;;
;22023240;APPLE FONE DE OUVIDO EARPODS USB-C BR;;24;;;;;DFW1;;;;;;;;;
;22023240;APPLE FONE DE OUVIDO EARPODS USB-C BR;;63;;;;;SPW1;;;;;;;;;
;BGAP19813000;APPLE IPAD 10,9POL WIFI+CEL 64GB AZ;;4;;;;;DFW1;;;;;;;;;
;BGAP19843000;APPLE IPAD 10,9POL WIFI+CEL 64GB PR;;1;;;;;DFW1;;;;;;;;;
;22023532;APPLE IPAD 11 POL WIFI 128GB PR;;40;;;;;DFW1;;;;;;;;;
;BGAP073C3000;APPLE IPAD 6º WIFI CELLULAR 32GB CINZA;;0;;;;;DFW1;;;;;;;;;
;BGAP161C3000;APPLE IPAD 9º WI-FI CELULAR 256GB CZ;;8;;;;;SPW1;;;;;;;;;
;BGAP16143000;APPLE IPAD 9º WI-FI CELULAR 256GB PR;;1;;;;;DFW1;;;;;;;;;
;22023589;APPLE IPAD AIR 11 POL WIFI 128GB CZ;;75;;;;;DFW1;;;;;;;;;
;22023589;APPLE IPAD AIR 11 POL WIFI 128GB CZ;;57;;;;;SPW1;;;;;;;;;
;BGAP225C3000;"APPLE IPAD AIR11"" WIFI+CEL 128GB CZ";;3;;;;;SPW1;;;;;;;;;
;BGAP031C2000;APPLE IPAD AIR2 16GB CINZA PPB/PI34/12;;0;;;;;DFW1;;;;;;;;;
;BGAP118C3000;APPLE IPAD AIR 4º WI-FI CELULAR 64GB CZ;;0;;;;;DFW1;;;;;;;;;
;22020502;APPLE IPAD AIR 5º WI-FI 64GB CZ;;1;;;;;DFW1;;;;;;;;;
;BGAP170C3000;APPLE IPAD AIR 5º WI-FI CELULAR 256GB CZ;;1;;;;;DFW1;;;;;;;;;
;BGAP200C3000;APPLE IPAD PRO 11POL WF+CEL 128GB CZ;;2;;;;;DFW1;;;;;;;;;
;22022495;APPLE IPAD PRO 11POL WIFI 128GB CZ;;4;;;;;DFW1;;;;;;;;;
;BGAP24663000;APPLE IPAD PRO 11 POL WIFI+CEL 1TB PT;;4;;;;;SPW1;;;;;;;;;
;BGAP22363000;APPLE IPAD PRO 11 POL WIFI+CEL 256GB PT;;34;;;;;DFW1;;;;;;;;;
;BGAP22363000;APPLE IPAD PRO 11 POL WIFI+CEL 256GB PT;;13;;;;;SPW1;;;;;;;;;
;BGAP22463000;APPLE IPAD PRO 11 POL WIFI+CEL 512GB PT;;7;;;;;DFW1;;;;;;;;;
;BGAP22463000;APPLE IPAD PRO 11 POL WIFI+CEL 512GB PT;;1;;;;;SPW1;;;;;;;;;
;DGAP13762000;APPLE IPHONE 11 128GB NAC PT;;0;;;;;DFW1;;;;;;;;;
;DGAP095Y3000;APPLE IPHONE 11 256GB AMARELO;;-1;;;;;SPW1;;;;;;;;;
;DGAP13862000;APPLE IPHONE 11 256GB NAC PT;;-1;;;;;SPW1;;;;;;;;;
;DGAP095R3000;APPLE IPHONE 11 256GB ROXO;;-1;;;;;SPW1;;;;;;;;;
;DGAP09503000;APPLE IPHONE 11 256GB VERMELHO;;-3;;;;;SPW1;;;;;;;;;
;DGAP093Y3000;APPLE IPHONE 11 64GB AMARELO;;-1;;;;;DFW1;;;;;;;;;
;DGAP13662000;APPLE IPHONE 11 64GB NAC PT;;0;;;;;DFW1;;;;;;;;;
;DGAP09363000;APPLE IPHONE 11 64GB PRETO;;0;;;;;DFW1;;;;;;;;;
;DGAP13662007;APPLE IPHONE 11 64GB  PT;;-1;;;;;SPW1;;;;;;;;;
;DGAP13663000;APPLE IPHONE 11 64GB PT;;0;;;;;DFW1;;;;;;;;;
;DGAP100C3000;APPLE IPHONE 11 PRO 256GB CINZA;;-2;;;;;SPW1;;;;;;;;;
;DGAP100G3000;APPLE IPHONE 11 PRO 256GB VERDE;;-2;;;;;SPW1;;;;;;;;;
;DGAP101C3000;APPLE IPHONE 11 PRO 512GB CINZA;;-1;;;;;SPW1;;;;;;;;;
;DGAP101G3000;APPLE IPHONE 11 PRO 512GB VERDE;;-1;;;;;SPW1;;;;;;;;;
;DGAP098C3000;APPLE IPHONE 11 PRO MAX 512GB CINZA;;-1;;;;;SPW1;;;;;;;;;
;DGAP09633000;APPLE IPHONE 11 PRO MAX 64GB DOURADO;;0;;;;;DFW1;;;;;;;;;
